Id,Source,Target,Type
3544,Köksal Engür,Hakan Bilgin,Undirected
3545,Cihan Ercan,Hakan Bilgin,Undirected
3546,Zeynep Kankonde,Hakan Bilgin,Undirected
3547,Barýþ Çelikkol,Sabahattin Yakut,Undirected
3548,Hakan Meriçliler,Sabahattin Yakut,Undirected
3549,Þinasi Yurtsever,Sabahattin Yakut,Undirected
3550,Açelya Topaloðlu,Sabahattin Yakut,Undirected
3551,Ayhan Taþ,Sabahattin Yakut,Undirected
3552,Burak Satýbol,Sabahattin Yakut,Undirected
3553,Köksal Engür,Sabahattin Yakut,Undirected
3554,Cihan Ercan,Sabahattin Yakut,Undirected
3555,Zeynep Kankonde,Sabahattin Yakut,Undirected
3556,Hakan Meriçliler,Barýþ Çelikkol,Undirected
3557,Þinasi Yurtsever,Barýþ Çelikkol,Undirected
3558,Açelya Topaloðlu,Barýþ Çelikkol,Undirected
3559,Ayhan Taþ,Barýþ Çelikkol,Undirected
3560,Burak Satýbol,Barýþ Çelikkol,Undirected
3561,Köksal Engür,Barýþ Çelikkol,Undirected
3562,Cihan Ercan,Barýþ Çelikkol,Undirected
3563,Zeynep Kankonde,Barýþ Çelikkol,Undirected
3564,Þinasi Yurtsever,Hakan Meriçliler,Undirected
3565,Açelya Topaloðlu,Hakan Meriçliler,Undirected
3566,Ayhan Taþ,Hakan Meriçliler,Undirected
3567,Burak Satýbol,Hakan Meriçliler,Undirected
3568,Köksal Engür,Hakan Meriçliler,Undirected
3569,Cihan Ercan,Hakan Meriçliler,Undirected
3570,Zeynep Kankonde,Hakan Meriçliler,Undirected
3571,Açelya Topaloðlu,Þinasi Yurtsever,Undirected
3572,Ayhan Taþ,Þinasi Yurtsever,Undirected
3573,Burak Satýbol,Þinasi Yurtsever,Undirected
3574,Köksal Engür,Þinasi Yurtsever,Undirected
3575,Cihan Ercan,Þinasi Yurtsever,Undirected
3576,Zeynep Kankonde,Þinasi Yurtsever,Undirected
3577,Ayhan Taþ,Açelya Topaloðlu,Undirected
3578,Burak Satýbol,Açelya Topaloðlu,Undirected
3579,Köksal Engür,Açelya Topaloðlu,Undirected
3580,Cihan Ercan,Açelya Topaloðlu,Undirected
3581,Zeynep Kankonde,Açelya Topaloðlu,Undirected
3582,Burak Satýbol,Ayhan Taþ,Undirected
3583,Köksal Engür,Ayhan Taþ,Undirected
3584,Cihan Ercan,Ayhan Taþ,Undirected
3585,Zeynep Kankonde,Ayhan Taþ,Undirected
3586,Köksal Engür,Burak Satýbol,Undirected
3587,Cihan Ercan,Burak Satýbol,Undirected
3588,Zeynep Kankonde,Burak Satýbol,Undirected
3589,Cihan Ercan,Köksal Engür,Undirected
3590,Zeynep Kankonde,Köksal Engür,Undirected
3591,Zeynep Kankonde,Cihan Ercan,Undirected
3592,Beril Kayar,Rüzgar Erkoçlar,Undirected
3593,Ýlayda Fidanlýk,Rüzgar Erkoçlar,Undirected
3594,Tolgar Özaltýndere,Rüzgar Erkoçlar,Undirected
3595,Emel Çetin,Rüzgar Erkoçlar,Undirected
3596,Kaan Deringöl,Rüzgar Erkoçlar,Undirected
3597,Oben Onur,Rüzgar Erkoçlar,Undirected
3598,Merve Akaydýn,Rüzgar Erkoçlar,Undirected
3599,Mustafa Gültekin,Rüzgar Erkoçlar,Undirected
3600,Nejmi Aykar,Rüzgar Erkoçlar,Undirected
3601,Asuman Çakýr,Rüzgar Erkoçlar,Undirected
3602,Tulga Serim,Rüzgar Erkoçlar,Undirected
3603,Ufuk Kaplan,Rüzgar Erkoçlar,Undirected
3604,Kahraman Sivri,Rüzgar Erkoçlar,Undirected
3605,Ýlayda Fidanlýk,Beril Kayar,Undirected
3606,Tolgar Özaltýndere,Beril Kayar,Undirected
3607,Emel Çetin,Beril Kayar,Undirected
3608,Kaan Deringöl,Beril Kayar,Undirected
3609,Oben Onur,Beril Kayar,Undirected
3610,Merve Akaydýn,Beril Kayar,Undirected
3611,Mustafa Gültekin,Beril Kayar,Undirected
3612,Nejmi Aykar,Beril Kayar,Undirected
3613,Asuman Çakýr,Beril Kayar,Undirected
3614,Tulga Serim,Beril Kayar,Undirected
3615,Ufuk Kaplan,Beril Kayar,Undirected
3616,Kahraman Sivri,Beril Kayar,Undirected
3617,Tolgar Özaltýndere,Ýlayda Fidanlýk,Undirected
3618,Emel Çetin,Ýlayda Fidanlýk,Undirected
3619,Kaan Deringöl,Ýlayda Fidanlýk,Undirected
3620,Oben Onur,Ýlayda Fidanlýk,Undirected
3621,Merve Akaydýn,Ýlayda Fidanlýk,Undirected
3622,Mustafa Gültekin,Ýlayda Fidanlýk,Undirected
3623,Nejmi Aykar,Ýlayda Fidanlýk,Undirected
3624,Asuman Çakýr,Ýlayda Fidanlýk,Undirected
3625,Tulga Serim,Ýlayda Fidanlýk,Undirected
3626,Ufuk Kaplan,Ýlayda Fidanlýk,Undirected
3627,Kahraman Sivri,Ýlayda Fidanlýk,Undirected
3628,Emel Çetin,Tolgar Özaltýndere,Undirected
3629,Kaan Deringöl,Tolgar Özaltýndere,Undirected
3630,Oben Onur,Tolgar Özaltýndere,Undirected
3631,Merve Akaydýn,Tolgar Özaltýndere,Undirected
3632,Mustafa Gültekin,Tolgar Özaltýndere,Undirected
3633,Nejmi Aykar,Tolgar Özaltýndere,Undirected
3634,Asuman Çakýr,Tolgar Özaltýndere,Undirected
3635,Tulga Serim,Tolgar Özaltýndere,Undirected
3636,Ufuk Kaplan,Tolgar Özaltýndere,Undirected
3637,Kahraman Sivri,Tolgar Özaltýndere,Undirected
3638,Kaan Deringöl,Emel Çetin,Undirected
3639,Oben Onur,Emel Çetin,Undirected
3640,Merve Akaydýn,Emel Çetin,Undirected
3641,Mustafa Gültekin,Emel Çetin,Undirected
3642,Nejmi Aykar,Emel Çetin,Undirected
3643,Asuman Çakýr,Emel Çetin,Undirected
3644,Tulga Serim,Emel Çetin,Undirected
3645,Ufuk Kaplan,Emel Çetin,Undirected
3646,Kahraman Sivri,Emel Çetin,Undirected
3647,Oben Onur,Kaan Deringöl,Undirected
3648,Merve Akaydýn,Kaan Deringöl,Undirected
3649,Mustafa Gültekin,Kaan Deringöl,Undirected
3650,Nejmi Aykar,Kaan Deringöl,Undirected
3651,Asuman Çakýr,Kaan Deringöl,Undirected
3652,Tulga Serim,Kaan Deringöl,Undirected
3653,Ufuk Kaplan,Kaan Deringöl,Undirected
3654,Kahraman Sivri,Kaan Deringöl,Undirected
3655,Merve Akaydýn,Oben Onur,Undirected
3656,Mustafa Gültekin,Oben Onur,Undirected
3657,Nejmi Aykar,Oben Onur,Undirected
3658,Asuman Çakýr,Oben Onur,Undirected
3659,Tulga Serim,Oben Onur,Undirected
3660,Ufuk Kaplan,Oben Onur,Undirected
3661,Kahraman Sivri,Oben Onur,Undirected
3662,Mustafa Gültekin,Merve Akaydýn,Undirected
3663,Nejmi Aykar,Merve Akaydýn,Undirected
3664,Asuman Çakýr,Merve Akaydýn,Undirected
3665,Tulga Serim,Merve Akaydýn,Undirected
3666,Ufuk Kaplan,Merve Akaydýn,Undirected
3667,Kahraman Sivri,Merve Akaydýn,Undirected
3668,Nejmi Aykar,Mustafa Gültekin,Undirected
3669,Asuman Çakýr,Mustafa Gültekin,Undirected
3670,Tulga Serim,Mustafa Gültekin,Undirected
3671,Ufuk Kaplan,Mustafa Gültekin,Undirected
3672,Kahraman Sivri,Mustafa Gültekin,Undirected
3673,Asuman Çakýr,Nejmi Aykar,Undirected
3674,Tulga Serim,Nejmi Aykar,Undirected
3675,Ufuk Kaplan,Nejmi Aykar,Undirected
3676,Kahraman Sivri,Nejmi Aykar,Undirected
3677,Tulga Serim,Asuman Çakýr,Undirected
3678,Ufuk Kaplan,Asuman Çakýr,Undirected
3679,Kahraman Sivri,Asuman Çakýr,Undirected
3680,Ufuk Kaplan,Tulga Serim,Undirected
3681,Kahraman Sivri,Tulga Serim,Undirected
3682,Kahraman Sivri,Ufuk Kaplan,Undirected
3683,Çetin Altay,Þafak Sezer,Undirected
3684,Burcu Binici,Þafak Sezer,Undirected
3685,Ahmet Yýldýrým Öcek,Þafak Sezer,Undirected
3686,Umut Aksoy,Þafak Sezer,Undirected
3687,Ýlhan Karamanoðlullarý,Þafak Sezer,Undirected
3688,Hakan Eksen,Þafak Sezer,Undirected
3689,Aslý Altaylar,Þafak Sezer,Undirected
3690,Baþak Aslý Koþucu,Þafak Sezer,Undirected
3691,Esma Soysal,Þafak Sezer,Undirected
3692,Kahraman Sivri,Þafak Sezer,Undirected
3693,Erol Yavan,Þafak Sezer,Undirected
3694,Özcan Varaylý,Þafak Sezer,Undirected
3695,Aziz Þukla,Þafak Sezer,Undirected
3696,Burcu Binici,Çetin Altay,Undirected
3697,Ahmet Yýldýrým Öcek,Çetin Altay,Undirected
3698,Umut Aksoy,Çetin Altay,Undirected
3699,Ýlhan Karamanoðlullarý,Çetin Altay,Undirected
3700,Hakan Eksen,Çetin Altay,Undirected
3701,Aslý Altaylar,Çetin Altay,Undirected
3702,Baþak Aslý Koþucu,Çetin Altay,Undirected
3703,Esma Soysal,Çetin Altay,Undirected
3704,Kahraman Sivri,Çetin Altay,Undirected
3705,Erol Yavan,Çetin Altay,Undirected
3706,Özcan Varaylý,Çetin Altay,Undirected
3707,Aziz Þukla,Çetin Altay,Undirected
3708,Ahmet Yýldýrým Öcek,Burcu Binici,Undirected
3709,Umut Aksoy,Burcu Binici,Undirected
3710,Ýlhan Karamanoðlullarý,Burcu Binici,Undirected
3711,Hakan Eksen,Burcu Binici,Undirected
3712,Aslý Altaylar,Burcu Binici,Undirected
3713,Baþak Aslý Koþucu,Burcu Binici,Undirected
3714,Esma Soysal,Burcu Binici,Undirected
3715,Kahraman Sivri,Burcu Binici,Undirected
3716,Erol Yavan,Burcu Binici,Undirected
3717,Özcan Varaylý,Burcu Binici,Undirected
3718,Aziz Þukla,Burcu Binici,Undirected
3719,Umut Aksoy,Ahmet Yýldýrým Öcek,Undirected
3720,Ýlhan Karamanoðlullarý,Ahmet Yýldýrým Öcek,Undirected
3721,Hakan Eksen,Ahmet Yýldýrým Öcek,Undirected
3722,Aslý Altaylar,Ahmet Yýldýrým Öcek,Undirected
3723,Baþak Aslý Koþucu,Ahmet Yýldýrým Öcek,Undirected
3724,Esma Soysal,Ahmet Yýldýrým Öcek,Undirected
3725,Kahraman Sivri,Ahmet Yýldýrým Öcek,Undirected
3726,Erol Yavan,Ahmet Yýldýrým Öcek,Undirected
3727,Özcan Varaylý,Ahmet Yýldýrým Öcek,Undirected
3728,Aziz Þukla,Ahmet Yýldýrým Öcek,Undirected
3729,Ýlhan Karamanoðlullarý,Umut Aksoy,Undirected
3730,Hakan Eksen,Umut Aksoy,Undirected
3731,Aslý Altaylar,Umut Aksoy,Undirected
3732,Baþak Aslý Koþucu,Umut Aksoy,Undirected
3733,Esma Soysal,Umut Aksoy,Undirected
3734,Kahraman Sivri,Umut Aksoy,Undirected
3735,Erol Yavan,Umut Aksoy,Undirected
3736,Özcan Varaylý,Umut Aksoy,Undirected
3737,Aziz Þukla,Umut Aksoy,Undirected
3738,Hakan Eksen,Ýlhan Karamanoðlullarý,Undirected
3739,Aslý Altaylar,Ýlhan Karamanoðlullarý,Undirected
3740,Baþak Aslý Koþucu,Ýlhan Karamanoðlullarý,Undirected
3741,Esma Soysal,Ýlhan Karamanoðlullarý,Undirected
3742,Kahraman Sivri,Ýlhan Karamanoðlullarý,Undirected
3743,Erol Yavan,Ýlhan Karamanoðlullarý,Undirected
3744,Özcan Varaylý,Ýlhan Karamanoðlullarý,Undirected
3745,Aziz Þukla,Ýlhan Karamanoðlullarý,Undirected
3746,Aslý Altaylar,Hakan Eksen,Undirected
3747,Baþak Aslý Koþucu,Hakan Eksen,Undirected
3748,Esma Soysal,Hakan Eksen,Undirected
3749,Kahraman Sivri,Hakan Eksen,Undirected
3750,Erol Yavan,Hakan Eksen,Undirected
3751,Özcan Varaylý,Hakan Eksen,Undirected
3752,Aziz Þukla,Hakan Eksen,Undirected
3753,Baþak Aslý Koþucu,Aslý Altaylar,Undirected
3754,Esma Soysal,Aslý Altaylar,Undirected
3755,Kahraman Sivri,Aslý Altaylar,Undirected
3756,Erol Yavan,Aslý Altaylar,Undirected
3757,Özcan Varaylý,Aslý Altaylar,Undirected
3758,Aziz Þukla,Aslý Altaylar,Undirected
3759,Esma Soysal,Baþak Aslý Koþucu,Undirected
3760,Kahraman Sivri,Baþak Aslý Koþucu,Undirected
3761,Erol Yavan,Baþak Aslý Koþucu,Undirected
3762,Özcan Varaylý,Baþak Aslý Koþucu,Undirected
3763,Aziz Þukla,Baþak Aslý Koþucu,Undirected
3764,Kahraman Sivri,Esma Soysal,Undirected
3765,Erol Yavan,Esma Soysal,Undirected
3766,Özcan Varaylý,Esma Soysal,Undirected
3767,Aziz Þukla,Esma Soysal,Undirected
3768,Erol Yavan,Kahraman Sivri,Undirected
3769,Özcan Varaylý,Kahraman Sivri,Undirected
3770,Aziz Þukla,Kahraman Sivri,Undirected
3771,Özcan Varaylý,Erol Yavan,Undirected
3772,Aziz Þukla,Erol Yavan,Undirected
3773,Aziz Þukla,Özcan Varaylý,Undirected
3774,Gökhan Yýkýlkan,Ali Sürmeli,Undirected
3775,Ýnan Ulaþ Torun,Ali Sürmeli,Undirected
3776,Yýldýrým Memiþoðlu,Ali Sürmeli,Undirected
3777,Mahmut Tuncer,Ali Sürmeli,Undirected
3778,Ömer Baþdoðan,Ali Sürmeli,Undirected
3779,Serdal Genç,Ali Sürmeli,Undirected
3780,Onur Sermik,Ali Sürmeli,Undirected
3781,Ýnan Ulaþ Torun,Gökhan Yýkýlkan,Undirected
3782,Yýldýrým Memiþoðlu,Gökhan Yýkýlkan,Undirected
3783,Mahmut Tuncer,Gökhan Yýkýlkan,Undirected
3784,Ömer Baþdoðan,Gökhan Yýkýlkan,Undirected
3785,Serdal Genç,Gökhan Yýkýlkan,Undirected
3786,Onur Sermik,Gökhan Yýkýlkan,Undirected
3787,Yýldýrým Memiþoðlu,Ýnan Ulaþ Torun,Undirected
3788,Mahmut Tuncer,Ýnan Ulaþ Torun,Undirected
3789,Ömer Baþdoðan,Ýnan Ulaþ Torun,Undirected
3790,Serdal Genç,Ýnan Ulaþ Torun,Undirected
3791,Onur Sermik,Ýnan Ulaþ Torun,Undirected
3792,Mahmut Tuncer,Yýldýrým Memiþoðlu,Undirected
3793,Ömer Baþdoðan,Yýldýrým Memiþoðlu,Undirected
3794,Serdal Genç,Yýldýrým Memiþoðlu,Undirected
3795,Onur Sermik,Yýldýrým Memiþoðlu,Undirected
3796,Ömer Baþdoðan,Mahmut Tuncer,Undirected
3797,Serdal Genç,Mahmut Tuncer,Undirected
3798,Onur Sermik,Mahmut Tuncer,Undirected
3799,Serdal Genç,Ömer Baþdoðan,Undirected
3800,Onur Sermik,Ömer Baþdoðan,Undirected
3801,Onur Sermik,Serdal Genç,Undirected
3802,Nail Kýrmýzýgül,Bülent Emrah Parlak,Undirected
3803,Füsun Demirel,Bülent Emrah Parlak,Undirected
3804,Burcu Gönder Parlak,Bülent Emrah Parlak,Undirected
3805,Haki Biçici,Bülent Emrah Parlak,Undirected
3806,Gülhan Tekin,Bülent Emrah Parlak,Undirected
3807,Meltem Yýlmazkaya,Bülent Emrah Parlak,Undirected
3808,Osman Akça,Bülent Emrah Parlak,Undirected
3809,Ali Rýza Tanyeli,Bülent Emrah Parlak,Undirected
3810,Muhammed Cangören,Bülent Emrah Parlak,Undirected
3811,Asiye Dinçsoy,Bülent Emrah Parlak,Undirected
3812,Gürsu Gür,Bülent Emrah Parlak,Undirected
3813,Nilüfer Kýlýçarslan,Bülent Emrah Parlak,Undirected
3814,Ali Rýza Kubilay,Bülent Emrah Parlak,Undirected
3815,Güner Özkul,Bülent Emrah Parlak,Undirected
3816,Derya Karadaþ,Bülent Emrah Parlak,Undirected
3817,Nursel Köse,Bülent Emrah Parlak,Undirected
3818,Füsun Demirel,Nail Kýrmýzýgül,Undirected
3819,Burcu Gönder Parlak,Nail Kýrmýzýgül,Undirected
3820,Haki Biçici,Nail Kýrmýzýgül,Undirected
3821,Gülhan Tekin,Nail Kýrmýzýgül,Undirected
3822,Meltem Yýlmazkaya,Nail Kýrmýzýgül,Undirected
3823,Osman Akça,Nail Kýrmýzýgül,Undirected
3824,Ali Rýza Tanyeli,Nail Kýrmýzýgül,Undirected
3825,Muhammed Cangören,Nail Kýrmýzýgül,Undirected
3826,Asiye Dinçsoy,Nail Kýrmýzýgül,Undirected
3827,Gürsu Gür,Nail Kýrmýzýgül,Undirected
3828,Nilüfer Kýlýçarslan,Nail Kýrmýzýgül,Undirected
3829,Ali Rýza Kubilay,Nail Kýrmýzýgül,Undirected
3830,Güner Özkul,Nail Kýrmýzýgül,Undirected
3831,Derya Karadaþ,Nail Kýrmýzýgül,Undirected
3832,Nursel Köse,Nail Kýrmýzýgül,Undirected
3833,Burcu Gönder Parlak,Füsun Demirel,Undirected
3834,Haki Biçici,Füsun Demirel,Undirected
3835,Gülhan Tekin,Füsun Demirel,Undirected
3836,Meltem Yýlmazkaya,Füsun Demirel,Undirected
3837,Osman Akça,Füsun Demirel,Undirected
3838,Ali Rýza Tanyeli,Füsun Demirel,Undirected
3839,Muhammed Cangören,Füsun Demirel,Undirected
3840,Asiye Dinçsoy,Füsun Demirel,Undirected
3841,Gürsu Gür,Füsun Demirel,Undirected
3842,Nilüfer Kýlýçarslan,Füsun Demirel,Undirected
3843,Ali Rýza Kubilay,Füsun Demirel,Undirected
3844,Güner Özkul,Füsun Demirel,Undirected
3845,Derya Karadaþ,Füsun Demirel,Undirected
3846,Nursel Köse,Füsun Demirel,Undirected
3847,Haki Biçici,Burcu Gönder Parlak,Undirected
3848,Gülhan Tekin,Burcu Gönder Parlak,Undirected
3849,Meltem Yýlmazkaya,Burcu Gönder Parlak,Undirected
3850,Osman Akça,Burcu Gönder Parlak,Undirected
3851,Ali Rýza Tanyeli,Burcu Gönder Parlak,Undirected
3852,Muhammed Cangören,Burcu Gönder Parlak,Undirected
3853,Asiye Dinçsoy,Burcu Gönder Parlak,Undirected
3854,Gürsu Gür,Burcu Gönder Parlak,Undirected
3855,Nilüfer Kýlýçarslan,Burcu Gönder Parlak,Undirected
3856,Ali Rýza Kubilay,Burcu Gönder Parlak,Undirected
3857,Güner Özkul,Burcu Gönder Parlak,Undirected
3858,Derya Karadaþ,Burcu Gönder Parlak,Undirected
3859,Nursel Köse,Burcu Gönder Parlak,Undirected
3860,Gülhan Tekin,Haki Biçici,Undirected
3861,Meltem Yýlmazkaya,Haki Biçici,Undirected
3862,Osman Akça,Haki Biçici,Undirected
3863,Ali Rýza Tanyeli,Haki Biçici,Undirected
3864,Muhammed Cangören,Haki Biçici,Undirected
3865,Asiye Dinçsoy,Haki Biçici,Undirected
3866,Gürsu Gür,Haki Biçici,Undirected
3867,Nilüfer Kýlýçarslan,Haki Biçici,Undirected
3868,Ali Rýza Kubilay,Haki Biçici,Undirected
3869,Güner Özkul,Haki Biçici,Undirected
3870,Derya Karadaþ,Haki Biçici,Undirected
3871,Nursel Köse,Haki Biçici,Undirected
3872,Meltem Yýlmazkaya,Gülhan Tekin,Undirected
3873,Osman Akça,Gülhan Tekin,Undirected
3874,Ali Rýza Tanyeli,Gülhan Tekin,Undirected
3875,Muhammed Cangören,Gülhan Tekin,Undirected
3876,Asiye Dinçsoy,Gülhan Tekin,Undirected
3877,Gürsu Gür,Gülhan Tekin,Undirected
3878,Nilüfer Kýlýçarslan,Gülhan Tekin,Undirected
3879,Ali Rýza Kubilay,Gülhan Tekin,Undirected
3880,Güner Özkul,Gülhan Tekin,Undirected
3881,Derya Karadaþ,Gülhan Tekin,Undirected
3882,Nursel Köse,Gülhan Tekin,Undirected
3883,Osman Akça,Meltem Yýlmazkaya,Undirected
3884,Ali Rýza Tanyeli,Meltem Yýlmazkaya,Undirected
3885,Muhammed Cangören,Meltem Yýlmazkaya,Undirected
3886,Asiye Dinçsoy,Meltem Yýlmazkaya,Undirected
3887,Gürsu Gür,Meltem Yýlmazkaya,Undirected
3888,Nilüfer Kýlýçarslan,Meltem Yýlmazkaya,Undirected
3889,Ali Rýza Kubilay,Meltem Yýlmazkaya,Undirected
3890,Güner Özkul,Meltem Yýlmazkaya,Undirected
3891,Derya Karadaþ,Meltem Yýlmazkaya,Undirected
3892,Nursel Köse,Meltem Yýlmazkaya,Undirected
3893,Ali Rýza Tanyeli,Osman Akça,Undirected
3894,Muhammed Cangören,Osman Akça,Undirected
3895,Asiye Dinçsoy,Osman Akça,Undirected
3896,Gürsu Gür,Osman Akça,Undirected
3897,Nilüfer Kýlýçarslan,Osman Akça,Undirected
3898,Ali Rýza Kubilay,Osman Akça,Undirected
3899,Güner Özkul,Osman Akça,Undirected
3900,Derya Karadaþ,Osman Akça,Undirected
3901,Nursel Köse,Osman Akça,Undirected
3902,Muhammed Cangören,Ali Rýza Tanyeli,Undirected
3903,Asiye Dinçsoy,Ali Rýza Tanyeli,Undirected
3904,Gürsu Gür,Ali Rýza Tanyeli,Undirected
3905,Nilüfer Kýlýçarslan,Ali Rýza Tanyeli,Undirected
3906,Ali Rýza Kubilay,Ali Rýza Tanyeli,Undirected
3907,Güner Özkul,Ali Rýza Tanyeli,Undirected
3908,Derya Karadaþ,Ali Rýza Tanyeli,Undirected
3909,Nursel Köse,Ali Rýza Tanyeli,Undirected
3910,Asiye Dinçsoy,Muhammed Cangören,Undirected
3911,Gürsu Gür,Muhammed Cangören,Undirected
3912,Nilüfer Kýlýçarslan,Muhammed Cangören,Undirected
3913,Ali Rýza Kubilay,Muhammed Cangören,Undirected
3914,Güner Özkul,Muhammed Cangören,Undirected
3915,Derya Karadaþ,Muhammed Cangören,Undirected
3916,Nursel Köse,Muhammed Cangören,Undirected
3917,Gürsu Gür,Asiye Dinçsoy,Undirected
3918,Nilüfer Kýlýçarslan,Asiye Dinçsoy,Undirected
3919,Ali Rýza Kubilay,Asiye Dinçsoy,Undirected
3920,Güner Özkul,Asiye Dinçsoy,Undirected
3921,Derya Karadaþ,Asiye Dinçsoy,Undirected
3922,Nursel Köse,Asiye Dinçsoy,Undirected
3923,Nilüfer Kýlýçarslan,Gürsu Gür,Undirected
3924,Ali Rýza Kubilay,Gürsu Gür,Undirected
3925,Güner Özkul,Gürsu Gür,Undirected
3926,Derya Karadaþ,Gürsu Gür,Undirected
3927,Nursel Köse,Gürsu Gür,Undirected
3928,Ali Rýza Kubilay,Nilüfer Kýlýçarslan,Undirected
3929,Güner Özkul,Nilüfer Kýlýçarslan,Undirected
3930,Derya Karadaþ,Nilüfer Kýlýçarslan,Undirected
3931,Nursel Köse,Nilüfer Kýlýçarslan,Undirected
3932,Güner Özkul,Ali Rýza Kubilay,Undirected
3933,Derya Karadaþ,Ali Rýza Kubilay,Undirected
3934,Nursel Köse,Ali Rýza Kubilay,Undirected
3935,Derya Karadaþ,Güner Özkul,Undirected
3936,Nursel Köse,Güner Özkul,Undirected
3937,Nursel Köse,Derya Karadaþ,Undirected
3938,Serkan Þengül,Halil Söyletmez,Undirected
3939,Doða Konakoðlu,Halil Söyletmez,Undirected
3940,Emre Keskin,Halil Söyletmez,Undirected
3941,Esra Ýþgüzar,Halil Söyletmez,Undirected
3942,Ýsmail Düvenci,Halil Söyletmez,Undirected
3943,Köksal Engür,Halil Söyletmez,Undirected
3944,Muhammed Cangören,Halil Söyletmez,Undirected
3945,Doða Konakoðlu,Serkan Þengül,Undirected
3946,Emre Keskin,Serkan Þengül,Undirected
3947,Esra Ýþgüzar,Serkan Þengül,Undirected
3948,Ýsmail Düvenci,Serkan Þengül,Undirected
3949,Köksal Engür,Serkan Þengül,Undirected
3950,Muhammed Cangören,Serkan Þengül,Undirected
3951,Emre Keskin,Doða Konakoðlu,Undirected
3952,Esra Ýþgüzar,Doða Konakoðlu,Undirected
3953,Ýsmail Düvenci,Doða Konakoðlu,Undirected
3954,Köksal Engür,Doða Konakoðlu,Undirected
3955,Muhammed Cangören,Doða Konakoðlu,Undirected
3956,Esra Ýþgüzar,Emre Keskin,Undirected
3957,Ýsmail Düvenci,Emre Keskin,Undirected
3958,Köksal Engür,Emre Keskin,Undirected
3959,Muhammed Cangören,Emre Keskin,Undirected
3960,Ýsmail Düvenci,Esra Ýþgüzar,Undirected
3961,Köksal Engür,Esra Ýþgüzar,Undirected
3962,Muhammed Cangören,Esra Ýþgüzar,Undirected
3963,Köksal Engür,Ýsmail Düvenci,Undirected
3964,Muhammed Cangören,Ýsmail Düvenci,Undirected
3965,Muhammed Cangören,Köksal Engür,Undirected
3966,Ýrfan Kangý,Þahan Gökbakar,Undirected
3967,Gökçe Eyüboðlu,Þahan Gökbakar,Undirected
3968,Gökçe Eyüboðlu,Ýrfan Kangý,Undirected
3969,Bülent Çolak,Þafak Sezer,Undirected
3970,Tuna Orhan,Þafak Sezer,Undirected
3971,Mehmet Esen,Þafak Sezer,Undirected
3972,Sinan Çalýþkanoðlu,Þafak Sezer,Undirected
3973,Ceyhun Fersoy,Þafak Sezer,Undirected
3974,Yýlmaz Gruda,Þafak Sezer,Undirected
3975,Nilay Toprak,Þafak Sezer,Undirected
3976,Ayhan Taþ,Bülent Çolak,Undirected
3977,Tuna Orhan,Bülent Çolak,Undirected
3978,Mehmet Esen,Bülent Çolak,Undirected
3979,Sinan Çalýþkanoðlu,Bülent Çolak,Undirected
3980,Ceyhun Fersoy,Bülent Çolak,Undirected
3981,Yýlmaz Gruda,Bülent Çolak,Undirected
3982,Nilay Toprak,Bülent Çolak,Undirected
3983,Tuna Orhan,Ayhan Taþ,Undirected
3984,Mehmet Esen,Ayhan Taþ,Undirected
3985,Sinan Çalýþkanoðlu,Ayhan Taþ,Undirected
3986,Ceyhun Fersoy,Ayhan Taþ,Undirected
3987,Yýlmaz Gruda,Ayhan Taþ,Undirected
3988,Nilay Toprak,Ayhan Taþ,Undirected
3989,Mehmet Esen,Tuna Orhan,Undirected
3990,Sinan Çalýþkanoðlu,Tuna Orhan,Undirected
3991,Ceyhun Fersoy,Tuna Orhan,Undirected
3992,Yýlmaz Gruda,Tuna Orhan,Undirected
3993,Nilay Toprak,Tuna Orhan,Undirected
3994,Sinan Çalýþkanoðlu,Mehmet Esen,Undirected
3995,Ceyhun Fersoy,Mehmet Esen,Undirected
3996,Yýlmaz Gruda,Mehmet Esen,Undirected
3997,Nilay Toprak,Mehmet Esen,Undirected
3998,Ceyhun Fersoy,Sinan Çalýþkanoðlu,Undirected
3999,Yýlmaz Gruda,Sinan Çalýþkanoðlu,Undirected
4000,Nilay Toprak,Sinan Çalýþkanoðlu,Undirected
4001,Yýlmaz Gruda,Ceyhun Fersoy,Undirected
4002,Nilay Toprak,Ceyhun Fersoy,Undirected
4003,Nilay Toprak,Yýlmaz Gruda,Undirected
4004,Öykü Çelik,Mert Ekin Daymaz,Undirected
